No.,Time,Source,Destination,Protocol,Length,MSS,WIN,TTL,URG,ACK,PSH,RST,SYN,FIN,SQ,SQR,Who,At,Info,Src Port,Dest Port,AttackType
38,4.219993544,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ad5 PTR 26.60.168.192.in-addr.arpa,59588,53,hostscan
39,4.220058626,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ad6 PTR 27.60.168.192.in-addr.arpa,59588,53,hostscan
40,4.22006583,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ad7 PTR 28.60.168.192.in-addr.arpa,59588,53,hostscan
41,4.220165997,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ad8 PTR 29.60.168.192.in-addr.arpa,59588,53,hostscan
42,4.220166107,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ad9 PTR 30.60.168.192.in-addr.arpa,59588,53,hostscan
43,4.220177789,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ada PTR 31.60.168.192.in-addr.arpa,59588,53,hostscan
44,4.22023643,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7adb PTR 32.60.168.192.in-addr.arpa,59588,53,hostscan
45,4.220493342,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7adc PTR 33.60.168.192.in-addr.arpa,59588,53,hostscan
46,4.220555018,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7add PTR 34.60.168.192.in-addr.arpa,59588,53,hostscan
47,4.220595514,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ade PTR 35.60.168.192.in-addr.arpa,59588,53,hostscan
48,4.220595594,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7adf PTR 36.60.168.192.in-addr.arpa,59588,53,hostscan
49,4.220667144,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae0 PTR 37.60.168.192.in-addr.arpa,59588,53,hostscan
50,4.220667254,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae1 PTR 38.60.168.192.in-addr.arpa,59588,53,hostscan
51,4.220730412,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae2 PTR 39.60.168.192.in-addr.arpa,59588,53,hostscan
52,4.370018967,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ac6 No such name PTR 11.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
53,4.370213204,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae3 PTR 40.60.168.192.in-addr.arpa,59588,53,hostscan
54,4.370408127,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae4 PTR 41.60.168.192.in-addr.arpa,59588,53,hostscan
55,4.370408217,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae5 PTR 42.60.168.192.in-addr.arpa,59588,53,hostscan
56,4.370884611,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ac7 No such name PTR 12.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
57,4.370884661,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ac5 No such name PTR 10.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
58,4.371036813,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae6 PTR 43.60.168.192.in-addr.arpa,59588,53,hostscan
59,4.371036874,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae7 PTR 44.60.168.192.in-addr.arpa,59588,53,hostscan
60,4.371104971,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae8 PTR 45.60.168.192.in-addr.arpa,59588,53,hostscan
61,4.371105061,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7ae9 PTR 46.60.168.192.in-addr.arpa,59588,53,hostscan
62,4.371181331,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aea PTR 47.60.168.192.in-addr.arpa,59588,53,hostscan
63,4.371181431,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aeb PTR 48.60.168.192.in-addr.arpa,59588,53,hostscan
64,4.372314991,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ac9 No such name PTR 14.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
65,4.372514116,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7acb No such name PTR 16.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
66,4.372514206,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7aca No such name PTR 15.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
67,4.372583121,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ac8 No such name PTR 13.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
68,4.372839826,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aec PTR 49.60.168.192.in-addr.arpa,59588,53,hostscan
69,4.372918595,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aed PTR 50.60.168.192.in-addr.arpa,59588,53,hostscan
70,4.372978492,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aee PTR 51.60.168.192.in-addr.arpa,59588,53,hostscan
71,4.372978602,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aef PTR 52.60.168.192.in-addr.arpa,59588,53,hostscan
72,4.373062213,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af0 PTR 53.60.168.192.in-addr.arpa,59588,53,hostscan
73,4.373062303,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af1 PTR 54.60.168.192.in-addr.arpa,59588,53,hostscan
74,4.373133643,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af2 PTR 55.60.168.192.in-addr.arpa,59588,53,hostscan
75,4.373133723,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af3 PTR 56.60.168.192.in-addr.arpa,59588,53,hostscan
76,4.373189366,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af4 PTR 57.60.168.192.in-addr.arpa,59588,53,hostscan
77,4.373238023,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af5 PTR 58.60.168.192.in-addr.arpa,59588,53,hostscan
78,4.373238113,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af6 PTR 59.60.168.192.in-addr.arpa,59588,53,hostscan
79,4.3732472,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af7 PTR 60.60.168.192.in-addr.arpa,59588,53,hostscan
80,4.375212507,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7acc No such name PTR 17.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
81,4.375420204,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af8 PTR 61.60.168.192.in-addr.arpa,59588,53,hostscan
82,4.375420294,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7af9 PTR 62.60.168.192.in-addr.arpa,59588,53,hostscan
83,4.375496567,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7afa PTR 63.60.168.192.in-addr.arpa,59588,53,hostscan
84,4.375779873,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7acd No such name PTR 18.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
85,4.375779973,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad0 No such name PTR 21.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
86,4.375904025,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7afb PTR 64.60.168.192.in-addr.arpa,59588,53,hostscan
87,4.376209194,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7afc PTR 65.60.168.192.in-addr.arpa,59588,53,hostscan
88,4.376217379,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7afd PTR 66.60.168.192.in-addr.arpa,59588,53,hostscan
89,4.376327804,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7afe PTR 67.60.168.192.in-addr.arpa,59588,53,hostscan
90,4.376327914,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7aff PTR 68.60.168.192.in-addr.arpa,59588,53,hostscan
91,4.376411637,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b00 PTR 69.60.168.192.in-addr.arpa,59588,53,hostscan
92,4.376790442,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ace No such name PTR 19.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
93,4.376790542,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7acf No such name PTR 20.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
94,4.376790572,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad1 No such name PTR 22.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
95,4.376900736,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b01 PTR 70.60.168.192.in-addr.arpa,59588,53,hostscan
96,4.376955788,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b02 PTR 71.60.168.192.in-addr.arpa,59588,53,hostscan
97,4.376955908,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b03 PTR 72.60.168.192.in-addr.arpa,59588,53,hostscan
98,4.377023549,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b04 PTR 73.60.168.192.in-addr.arpa,59588,53,hostscan
99,4.377023639,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b05 PTR 74.60.168.192.in-addr.arpa,59588,53,hostscan
100,4.377088569,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b06 PTR 75.60.168.192.in-addr.arpa,59588,53,hostscan
101,4.377096964,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b07 PTR 76.60.168.192.in-addr.arpa,59588,53,hostscan
102,4.37715352,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b08 PTR 77.60.168.192.in-addr.arpa,59588,53,hostscan
103,4.37715361,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b09 PTR 78.60.168.192.in-addr.arpa,59588,53,hostscan
104,4.377279439,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad3 No such name PTR 24.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
105,4.377279499,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad4 No such name PTR 25.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
106,4.377279529,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad6 No such name PTR 27.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
107,4.377405218,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0a PTR 79.60.168.192.in-addr.arpa,59588,53,hostscan
108,4.377405308,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0b PTR 80.60.168.192.in-addr.arpa,59588,53,hostscan
109,4.377559715,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0c PTR 81.60.168.192.in-addr.arpa,59588,53,hostscan
110,4.377602212,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0d PTR 82.60.168.192.in-addr.arpa,59588,53,hostscan
111,4.37764336,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0e PTR 83.60.168.192.in-addr.arpa,59588,53,hostscan
112,4.377680759,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b0f PTR 84.60.168.192.in-addr.arpa,59588,53,hostscan
113,4.377731735,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b10 PTR 85.60.168.192.in-addr.arpa,59588,53,hostscan
114,4.377731806,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b11 PTR 86.60.168.192.in-addr.arpa,59588,53,hostscan
115,4.37779308,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b12 PTR 87.60.168.192.in-addr.arpa,59588,53,hostscan
116,4.378098833,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad2 No such name PTR 23.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
117,4.378098893,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad8 No such name PTR 29.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
118,4.378182887,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b13 PTR 88.60.168.192.in-addr.arpa,59588,53,hostscan
119,4.378242803,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b14 PTR 89.60.168.192.in-addr.arpa,59588,53,hostscan
120,4.378242883,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b15 PTR 90.60.168.192.in-addr.arpa,59588,53,hostscan
121,4.37831567,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b16 PTR 91.60.168.192.in-addr.arpa,59588,53,hostscan
122,4.378364918,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b17 PTR 92.60.168.192.in-addr.arpa,59588,53,hostscan
123,4.378396382,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b18 PTR 93.60.168.192.in-addr.arpa,59588,53,hostscan
124,4.378916868,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7adb No such name PTR 32.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
125,4.379002329,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b19 PTR 94.60.168.192.in-addr.arpa,59588,53,hostscan
126,4.37904587,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1a PTR 95.60.168.192.in-addr.arpa,59588,53,hostscan
127,4.379053034,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1b PTR 96.60.168.192.in-addr.arpa,59588,53,hostscan
128,4.379257112,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad5 No such name PTR 26.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
129,4.379257152,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7ad7 No such name PTR 28.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
130,4.379257172,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7add No such name PTR 34.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
131,4.379528431,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1c PTR 97.60.168.192.in-addr.arpa,59588,53,hostscan
132,4.379569088,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1d PTR 98.60.168.192.in-addr.arpa,59588,53,hostscan
133,4.379606451,192.168.60.133,192.168.60.2,DNS,86,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1e PTR 99.60.168.192.in-addr.arpa,59588,53,hostscan
134,4.379606532,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b1f PTR 100.60.168.192.in-addr.arpa,59588,53,hostscan
135,4.379664431,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b20 PTR 101.60.168.192.in-addr.arpa,59588,53,hostscan
136,4.379664511,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7b21 PTR 102.60.168.192.in-addr.arpa,59588,53,hostscan
